carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,D,SI2,62.1,57,574,4.33,4.3,2.68
0.52,Ideal,G,VVS2,61.7,55,2338,5.21,5.23,3.22
1.53,Ideal,I,VS1,60.2,60,10171,7.51,7.48,4.51
0.7,Premium,H,VS2,62.2,58,2074,5.69,5.72,3.55
1.02,Ideal,G,SI2,62.6,58,4363,6.42,6.4,4.01
2.54,Ideal,G,SI2,62.7,56,17339,8.75,8.67,5.46
2.21,Ideal,G,SI2,60.2,60,18128,8.38,8.47,5.07
1.01,Premium,F,SI1,58.9,60,5713,6.57,6.5,3.85
0.52,Ideal,G,VVS2,62.3,56,1906,5.15,5.18,3.22
0.7,Very Good,F,SI1,62.4,58,2382,5.64,5.7,3.54
0.38,Ideal,G,VVS1,62.1,56,973,4.61,4.64,2.87
1.53,Very Good,E,SI2,59.3,58,11069,7.54,7.57,4.48
0.3,Ideal,F,IF,62,56,947,4.3,4.34,2.68
1.82,Very Good,F,SI1,63.2,56,14545,7.71,7.64,4.85
0.31,Ideal,D,SI2,62.9,54,593,4.35,4.3,2.72
1,Premium,F,VS2,61.9,59,6640,6.41,6.36,3.95
0.3,Ideal,D,VS2,61.3,57,911,4.36,4.32,2.66
0.56,Premium,F,VS2,59.6,58,1654,5.34,5.36,3.19
0.5,Very Good,E,SI2,60.8,61,1046,5.08,5.09,3.09
0.75,Premium,H,VS1,58.9,62,2588,5.96,5.93,3.5
0.3,Ideal,D,SI1,61.9,54,709,4.34,4.32,2.68
0.44,Ideal,D,VS1,62.3,55,1235,4.85,4.88,3.03
0.58,Very Good,F,SI1,62.2,57,1440,5.32,5.36,3.32
0.5,Premium,G,SI2,60.7,57,978,5.15,5.07,3.1
0.7,Ideal,E,SI2,61.2,55,2239,5.76,5.68,3.5
0.32,Ideal,D,SI1,62.5,54,589,4.39,4.41,2.75
0.9,Good,D,VS2,65.8,58,4682,5.99,6.01,3.95
1.28,Premium,E,SI2,62.5,58,5620,6.93,6.89,4.32
1.2,Premium,J,VS2,60.3,59,4715,6.9,6.94,4.17
0.54,Ideal,F,VS1,60.7,59,1849,5.27,5.3,3.21
1.07,Ideal,F,SI2,62,57,4764,6.6,6.49,4.06
0.4,Premium,F,VS2,61,58,842,4.72,4.79,2.9
1.21,Very Good,G,SI1,62.2,60,6190,6.71,6.73,4.18
0.5,Good,D,SI1,63.9,56,1210,5.02,4.93,3.18
0.51,Premium,E,SI2,62.7,52,1205,5.15,5.12,3.22
0.8,Very Good,E,SI2,62.9,54,2715,5.91,6.02,3.75
0.5,Ideal,D,VS1,61.6,57,2025,5.13,5.09,3.15
0.91,Ideal,I,VVS1,60,57,4609,6.29,6.31,3.83
0.33,Very Good,E,VVS1,61.6,53,848,4.46,4.5,2.76
0.7,Good,D,SI2,58.3,60,2242,5.81,5.89,3.41
1.21,Very Good,I,VS1,61.2,58,5866,6.85,6.91,4.21
0.31,Ideal,F,VS2,62.9,56,802,4.32,4.3,2.71
1,Very Good,F,SI1,62.8,59,4851,6.32,6.36,3.98
0.41,Premium,E,VVS2,61.8,59,1187,4.74,4.78,2.94
0.75,Good,D,SI1,63.6,58,3078,5.65,5.77,3.63
1.61,Premium,J,IF,62.1,58,10350,7.53,7.47,4.66
1.02,Very Good,F,VVS2,63.7,59,9728,6.34,6.38,4.05
0.51,Premium,D,VS2,61.9,58,1818,5.19,5.12,3.19
0.39,Ideal,I,SI1,62.1,55,609,4.66,4.71,2.91
0.41,Premium,G,VS2,61.9,59,827,4.73,4.77,2.94
0.91,Good,G,SI2,63.6,59,3282,6.15,6.11,3.9
1,Good,E,VS2,61.5,62,6073,6.37,6.42,3.93
0.59,Ideal,F,SI1,62,57,1561,5.41,5.34,3.33
0.41,Premium,G,VVS2,61.4,58,1007,4.75,4.8,2.93
1.23,Premium,G,VS1,62.8,56,8381,6.86,6.81,4.29
1.16,Premium,G,SI2,62.6,58,4969,6.72,6.66,4.19
1.36,Ideal,H,VS2,59.9,57,9279,7.2,7.22,4.32
1.06,Ideal,D,VVS2,62,57,11837,6.52,6.54,4.05
0.52,Very Good,I,VS1,61,58,1310,5.18,5.22,3.17
0.5,Very Good,E,VS2,63.3,57,1606,5.1,5.07,3.22
0.72,Ideal,I,VS2,61.6,55,2312,5.76,5.78,3.55
0.72,Very Good,E,VS1,63.1,56,3048,5.7,5.65,3.58
0.7,Ideal,F,SI1,61.1,56,2671,5.74,5.78,3.52
1.63,Ideal,G,SI1,60.6,57,12990,7.63,7.68,4.63
1.01,Premium,E,SI1,62.8,60,5226,6.39,6.38,4.01
1,Very Good,E,SI1,59.6,60,5351,6.43,6.48,3.85
0.96,Good,F,VS2,63.7,54,3871,6.24,6.19,3.96
0.79,Premium,E,VVS1,62.8,60,4490,5.89,5.8,3.67
0.31,Ideal,H,SI2,61.3,55,421,4.35,4.38,2.67
0.32,Ideal,F,VVS1,62.3,56,990,4.38,4.35,2.72
0.3,Very Good,G,VVS2,63.5,56,878,4.34,4.29,2.74
0.71,Ideal,I,SI1,60.2,60,2319,5.77,5.79,3.48
0.31,Ideal,G,VVS1,62,54,789,4.38,4.39,2.72
1.32,Ideal,G,VS2,61.1,57,9580,7.13,7.07,4.34
0.4,Ideal,D,VS2,61.6,57,982,4.71,4.77,2.92
1.23,Ideal,I,SI1,61.8,58,6389,6.87,6.91,4.26
0.51,Premium,F,VVS2,62.3,58,2056,5.1,5.08,3.17
0.71,Ideal,F,VS1,61.4,57,3710,5.72,5.73,3.52
0.7,Very Good,H,VS1,62.6,57,2482,5.64,5.73,3.56
0.9,Fair,G,SI1,65.2,59,3250,6.05,6.01,3.93
1.11,Ideal,F,SI2,61.7,55,4942,6.66,6.63,4.1
1.06,Very Good,F,IF,60.6,56,9433,6.62,6.69,4.03
1.01,Premium,D,VS1,61.8,54,8201,6.44,6.38,3.96
0.28,Very Good,H,VVS1,59.9,62,504,4.23,4.28,2.55
0.32,Ideal,G,IF,62.1,55,918,4.4,4.46,2.75
2.01,Premium,J,SI2,60.8,58,12048,8.19,8.13,4.96
0.32,Ideal,D,VS2,61.8,55,657,4.41,4.43,2.73
0.52,Premium,D,SI1,59.7,60,1344,5.26,5.19,3.12
0.73,Premium,H,SI2,58.7,58,1927,5.94,5.91,3.48
0.71,Very Good,E,VS2,61.3,60,2930,5.74,5.71,3.51
1.53,Premium,E,SI2,58.9,59,8996,7.63,7.55,4.47
0.83,Ideal,H,SI2,61.8,57,1863,6.08,5.99,3.73
0.61,Ideal,H,VVS1,60.3,56,2237,5.52,5.55,3.34
0.4,Premium,G,VS1,60.3,59,877,4.76,4.8,2.88
0.34,Very Good,H,VS2,63.3,56,689,4.45,4.39,2.8
0.36,Very Good,E,SI1,59.9,60,615,4.59,4.62,2.76
0.32,Premium,G,SI1,61.6,58,612,4.4,4.36,2.7
0.27,Ideal,I,VS1,61.3,57,432,4.16,4.19,2.56
0.5,Good,E,SI1,63.7,56,1415,5.06,5.02,3.21
1,Good,G,SI2,57.8,64,3651,6.55,6.5,3.77
0.97,Very Good,G,VVS1,61.9,54,7415,6.33,6.36,3.93
0.7,Ideal,F,VVS1,62.4,55,4341,5.65,5.69,3.54
1.06,Very Good,G,VS2,59.4,59,6217,6.68,6.63,3.95
0.41,Ideal,E,VVS1,61.1,56,1745,4.8,4.82,2.94
0.38,Very Good,D,VS1,59.5,61,921,4.66,4.69,2.78
1.01,Very Good,D,SI1,62.9,58,5731,6.33,6.38,4
1.51,Fair,H,VS1,58,67,11263,7.63,7.57,4.41
0.23,Very Good,E,VVS2,64.1,58,505,3.85,3.89,2.48
0.62,Ideal,G,IF,62.2,54,2655,5.46,5.51,3.41
2.01,Premium,H,SI2,60.8,59,12423,8.08,8,4.89
1.2,Premium,H,VS2,62.5,58,6416,6.77,6.73,4.23
0.41,Ideal,I,IF,61.1,57,953,4.78,4.81,2.93
0.31,Ideal,G,IF,61.6,54,853,4.36,4.4,2.7
0.83,Premium,D,SI1,59.7,59,3556,6.14,6.12,3.66
0.32,Ideal,H,VVS2,62.3,57,614,4.34,4.37,2.71
0.81,Ideal,I,SI1,61.3,56,3097,6.23,6.27,3.83
0.53,Ideal,F,VS1,62.4,57,1832,5.18,5.21,3.24
1.06,Very Good,E,VS1,63,58,7900,6.46,6.49,4.08
0.3,Premium,H,SI2,60.9,59,368,4.32,4.35,2.64
1.2,Very Good,I,SI1,62.9,54,5955,6.75,6.77,4.25
0.83,Good,G,SI2,63.7,56,2614,5.92,5.95,3.78
1.02,Very Good,E,SI1,63.1,57,4524,6.43,6.37,4.04
1.3,Ideal,F,VS2,62.2,56,10090,6.98,6.94,4.33
1.08,Ideal,F,VS2,61,57,7923,6.68,6.61,4.06
1.24,Good,E,SI1,63.5,55,7563,6.82,6.86,4.35
0.34,Premium,D,SI2,60.6,60,507,4.48,4.53,2.73
0.33,Very Good,F,VVS1,60.1,56,841,4.53,4.56,2.73
0.42,Premium,G,VS2,60.6,59,1087,4.85,4.78,2.92
1.14,Very Good,E,SI2,62.6,56,4915,6.63,6.69,4.17
0.54,Ideal,D,VVS2,61.6,54,2583,5.25,5.27,3.24
2.08,Ideal,I,VS2,62,56,17916,8.16,8.18,5.06
0.57,Ideal,F,VS2,61.7,57,1754,5.33,5.36,3.3
0.23,Ideal,G,VS1,61.6,55,384,3.96,3.99,2.45
0.31,Premium,F,VVS1,59.7,59,1028,4.49,4.45,2.67
0.51,Very Good,G,SI1,62.7,59,1243,5.07,5.13,3.2
0.3,Ideal,G,VVS2,62.4,57,665,4.27,4.29,2.67
0.4,Ideal,F,VS1,62.7,55,1050,4.76,4.74,2.98
0.72,Very Good,G,SI2,61.9,59,2218,5.67,5.71,3.52
0.33,Premium,G,VVS1,61.5,59,1040,4.46,4.42,2.73
1.11,Premium,H,I1,61,59,3205,6.61,6.67,4.05
1.17,Premium,F,SI2,59.9,59,4092,6.82,6.86,4.1
1.51,Premium,G,VS1,63,59,12085,7.24,7.19,4.55
0.7,Good,F,SI1,64.3,63,2059,5.58,5.55,3.58
1.22,Ideal,F,VVS1,61.5,58,12906,6.85,6.9,4.23
0.71,Premium,G,SI2,60.8,59,2913,5.7,5.74,3.48
0.65,Ideal,G,VS1,60.6,60,2242,5.58,5.61,3.39
0.8,Very Good,F,VS2,62.3,57,3653,5.91,5.94,3.69
0.46,Ideal,I,VS2,62.2,54.7,893,4.95,4.97,3.09
0.4,Good,F,SI1,63.6,59,678,4.64,4.67,2.96
0.26,Very Good,E,VVS1,62.6,59,554,4.06,4.09,2.55
0.71,Ideal,E,SI1,61.7,55,3376,5.73,5.77,3.55
0.31,Premium,G,VVS1,61.4,58,816,4.32,4.35,2.66
0.96,Premium,G,SI1,62,57,3355,6.34,6.31,3.92
0.41,Very Good,D,VS1,62.8,57,1151,4.73,4.76,2.98
0.38,Very Good,H,VS2,61.6,56,710,4.68,4.71,2.89
0.4,Good,D,VS2,63.5,55,891,4.66,4.69,2.97
0.58,Ideal,F,VS1,62.2,55,1899,5.34,5.37,3.33
0.99,Ideal,F,SI1,62.8,57,5728,6.3,6.38,3.98
1.74,Very Good,F,VS2,62,57,18430,7.65,7.7,4.76
0.4,Very Good,E,VS2,62.9,55,912,4.72,4.73,2.97
1.01,Good,D,VS1,61.1,56,6612,6.36,6.43,3.91
0.49,Premium,H,SI2,59.9,59,1011,5.17,5.12,3.08
1.12,Premium,E,SI2,62.4,58,4277,6.59,6.64,4.13
0.39,Good,G,VS2,63.8,59,787,4.66,4.59,2.95
2,Very Good,I,SI2,63.1,56,9435,7.98,7.84,5
1.51,Premium,I,VS2,60.9,60,9471,7.46,7.33,4.5
0.53,Ideal,G,SI1,61.6,57,1665,5.19,5.24,3.21
0.64,Very Good,D,SI2,62.8,54,1629,5.5,5.52,3.46
0.33,Ideal,H,VVS2,61.9,55,666,4.45,4.47,2.76
2.19,Good,G,SI1,63.7,56,13978,8.26,8.17,5.23
0.31,Ideal,F,VS2,62.3,57,802,4.34,4.3,2.69
2.01,Premium,I,VS2,61.7,60,16700,8.09,8.02,4.97
0.27,Ideal,E,VVS2,61.8,57,799,4.16,4.12,2.56
1.01,Ideal,H,SI1,61.9,58,4767,6.42,6.48,3.99
1.51,Very Good,G,SI1,62.9,58,9841,7.25,7.28,4.57
0.5,Fair,G,VS2,65.1,56,1238,5.02,4.99,3.26
0.46,Ideal,H,SI1,61.2,56,1039,4.99,5.04,3.07
2,Fair,H,VS1,66,56,14199,7.79,7.72,5.12
1.3,Very Good,H,SI1,62.3,58,6758,6.97,7.03,4.36
0.4,Very Good,F,VS1,62.2,55,786,4.68,4.74,2.93
0.43,Good,E,SI2,63.4,57,669,4.77,4.82,3.04
1.04,Ideal,H,SI1,62.1,57,4801,6.49,6.52,4.04
1.2,Ideal,G,SI2,61.1,57,5722,6.83,6.86,4.18
2.01,Good,E,SI1,58.7,59,18027,8.23,8.27,4.84
0.9,Ideal,F,VS2,62.3,56,6830,6.17,6.19,3.85
2.03,Premium,E,SI1,62.9,57,16629,8.04,7.98,5.04
0.38,Premium,D,VVS1,61.4,59,1400,4.63,4.66,2.85
1.16,Ideal,I,VS2,60.1,62,5587,6.83,6.78,4.09
0.74,Premium,E,SI2,59.1,60,2553,5.98,5.94,3.52
1,Ideal,G,VS1,62.5,54,7648,6.4,6.44,4.01
2.28,Premium,I,SI1,61.6,58,17673,8.43,8.46,5.2
0.53,Ideal,E,VVS2,61.9,55,2263,5.19,5.22,3.22
0.31,Ideal,D,VS2,62.2,56,734,4.32,4.33,2.69
0.41,Very Good,E,SI1,63.1,57,904,4.78,4.73,3
1.5,Good,I,SI1,63.1,54,8258,7.31,7.34,4.62
1.01,Ideal,G,VS1,62.4,56,6672,6.39,6.44,4
1.02,Ideal,I,SI2,61.8,57,4118,6.44,6.46,3.99
1.59,Ideal,H,VS1,61.8,57,12157,7.49,7.42,4.61
0.31,Ideal,I,SI1,62.2,56,418,4.34,4.37,2.71
0.72,Very Good,E,SI1,60,57,2479,5.8,5.84,3.49
0.3,Ideal,I,VS1,62.6,54,518,4.24,4.29,2.67
0.57,Ideal,F,VS2,62.1,55,1637,5.31,5.35,3.31
0.34,Very Good,H,VS1,61.3,56,596,4.48,4.53,2.76
0.59,Premium,E,SI1,61.8,60,1664,5.33,5.39,3.31
0.51,Ideal,F,VS2,62,56,1595,5.11,5.14,3.18
1.59,Ideal,H,SI1,61.5,57,10832,7.53,7.59,4.65
1.51,Premium,F,VS2,59.1,60,15253,7.52,7.45,4.42
1.2,Ideal,H,SI1,62.5,56,6742,6.84,6.79,4.26
0.91,Ideal,F,SI2,62.4,57,3746,6.22,6.18,3.87
1,Premium,J,I1,58.3,58,1681,6.61,6.51,3.82
1.21,Premium,J,VVS2,61.7,60,5431,6.82,6.85,4.22
1.2,Good,I,VS1,59.6,61,5818,6.84,6.89,4.09
1,Premium,D,SI1,62,58,4704,6.41,6.29,3.94
1.51,Ideal,J,VS1,61.8,59,8678,7.36,7.39,4.56
0.31,Ideal,F,VS2,62.1,57,625,4.34,4.36,2.7
1.7,Ideal,H,I1,62.6,54,7197,7.63,7.58,4.77
0.34,Premium,D,VS2,59.3,58,1033,4.55,4.52,2.69
0.32,Very Good,F,VS1,59.1,59,613,4.45,4.48,2.64
0.39,Very Good,H,VS2,63.1,58,921,4.66,4.63,2.93
1.2,Premium,H,VS1,62.6,59,5678,6.78,6.74,4.23
0.51,Very Good,D,SI1,60.4,61,1425,5.09,5.14,3.09
0.41,Ideal,E,VS2,61.8,54,999,4.79,4.76,2.95
0.3,Ideal,H,VVS2,61.7,54,605,4.31,4.34,2.67
0.37,Premium,E,VVS2,60.9,59,1082,4.65,4.61,2.82
0.31,Ideal,D,VS1,61.1,55,774,4.37,4.4,2.68
0.24,Ideal,G,IF,61.7,56,559,3.99,4.01,2.47
0.9,Premium,F,VS2,61.9,55,4536,6.25,6.23,3.86
1.25,Good,I,SI2,60.5,64,3465,6.91,6.82,4.15
0.45,Ideal,G,SI1,61.6,54,831,4.96,4.98,3.06
0.9,Good,F,SI2,57.9,62,3470,6.23,6.35,3.64
0.37,Premium,G,VS2,61.2,60,649,4.58,4.63,2.82
0.31,Ideal,D,SI1,62.3,55,541,4.33,4.34,2.7
1.22,Premium,H,SI2,60.7,59,5671,6.91,6.87,4.18
0.7,Premium,J,VS2,61.2,60,1940,5.73,5.7,3.5
0.25,Ideal,H,VVS1,62.4,55,525,4.04,4.08,2.53
1,Premium,F,SI1,62.7,59,5197,6.36,6.4,4
0.33,Very Good,E,VS2,60.6,58,675,4.45,4.49,2.71
0.41,Ideal,E,SI2,61.5,58,654,4.79,4.83,2.96
0.81,Ideal,D,VS2,62.1,56,4087,6.01,5.98,3.72
0.9,Ideal,G,SI1,62.1,56,4161,6.16,6.2,3.84
0.83,Ideal,F,SI1,62.1,57,3010,6,6.02,3.73
0.71,Ideal,D,VS2,61.4,57,3222,5.73,5.77,3.53
2.1,Ideal,I,SI2,63,56,10457,8.18,8.15,5.12
1.21,Ideal,E,SI1,62.3,56,7088,6.87,6.81,4.26
0.46,Premium,F,VS1,60.5,58,1432,5.02,4.97,3.02
1.52,Ideal,G,VVS1,62.4,55,15959,7.3,7.39,4.58
0.33,Ideal,H,VS1,61.9,56,579,4.44,4.48,2.76
0.24,Very Good,E,VS2,63.1,56,419,3.95,3.98,2.5
0.31,Ideal,E,VS2,61,54,680,4.37,4.41,2.68
0.64,Ideal,G,VVS2,60.7,57,2587,5.58,5.63,3.4
0.54,Very Good,E,SI2,63.4,56,1250,5.18,5.14,3.27
0.48,Very Good,E,VS1,59.1,62,1616,5.14,5.18,3.05
0.7,Very Good,D,SI1,62.3,59,2827,5.67,5.7,3.54
1,Very Good,E,VS2,62.9,59,6245,6.27,6.38,3.98
0.41,Very Good,D,SI1,63,57,717,4.64,4.7,2.94
0.55,Ideal,E,SI1,62.4,58,1752,5.28,5.23,3.27
0.3,Premium,F,VS2,61.4,60,605,4.29,4.34,2.65
0.9,Very Good,I,VS1,62.6,58,3447,6.14,6.17,3.85
0.52,Premium,F,SI1,61.5,60,1280,5.16,5.15,3.17
0.3,Premium,D,SI1,59.7,59,552,4.34,4.37,2.6
1.25,Very Good,H,VS2,63.3,57,7525,6.87,6.82,4.33
1.01,Premium,G,VS1,59.3,59,5632,6.49,6.52,3.86
0.76,Ideal,F,SI2,60.3,60,2624,5.86,5.89,3.54
0.42,Ideal,G,IF,62,57,1251,4.8,4.82,2.98
0.32,Ideal,F,VS2,61.2,56,828,4.44,4.41,2.71
0.41,Premium,E,SI1,60.1,60,755,4.79,4.83,2.89
0.82,Very Good,G,VS1,63.3,56,3460,5.96,5.98,3.78
0.59,Ideal,I,VS1,61.8,55,1401,5.41,5.43,3.35
0.92,Very Good,D,VS1,61.9,58,7544,6.19,6.24,3.85
0.91,Good,E,SI1,63.6,57,4611,6.13,6.1,3.89
0.7,Fair,F,I1,64.9,59,1134,5.58,5.53,3.61
0.3,Very Good,H,VS2,62.6,58,473,4.22,4.28,2.66
0.3,Ideal,D,SI1,61.6,57,709,4.32,4.28,2.65
1.64,Ideal,F,VS2,61.8,53,15458,7.62,7.63,4.71
0.51,Good,H,SI1,63.6,57,1116,5.09,5.04,3.22
2.01,Very Good,J,VS2,62.1,60,12683,7.88,8,4.93
1.3,Good,D,SI2,57.1,63,6443,7.27,7.22,4.14
0.39,Good,G,VS2,63.3,57,787,4.61,4.65,2.93
0.56,Ideal,D,VS2,61.4,55,1963,5.33,5.35,3.28
0.3,Premium,H,VVS1,60.7,58,796,4.38,4.35,2.65
0.55,Ideal,E,VS2,59.8,57,1596,5.3,5.34,3.18
2.49,Ideal,J,SI1,63.8,54,16915,8.56,8.49,5.45
0.61,Ideal,G,VS1,61.9,56,2167,5.43,5.45,3.37
2.19,Very Good,I,SI1,62.6,58,14819,8.24,8.33,5.19
0.5,Ideal,E,VVS2,62.4,54,2346,5.11,5.09,3.18
0.92,Good,F,SI2,64.2,58,3282,6.14,6.11,3.93
1.06,Ideal,G,SI2,61,56,3321,6.62,6.56,4.02
0.4,Ideal,E,SI2,61,58,629,4.76,4.78,2.91
0.7,Very Good,I,VVS1,58.8,61,2389,5.78,5.82,3.41
0.42,Ideal,G,VVS2,60.7,55,1031,4.86,4.89,2.96
0.25,Very Good,E,VVS2,63.4,58,575,3.97,4.01,2.53
1.01,Fair,G,SI1,66.1,56,3671,6.26,6.2,4.12
1.08,Ideal,H,SI2,60.4,57,4455,6.63,6.68,4.02
0.56,Very Good,E,SI1,60.2,57,1440,5.36,5.4,3.24
0.5,Ideal,H,VS2,60.3,55,1306,5.16,5.21,3.13
0.31,Good,F,VS1,56.7,60,814,4.57,4.5,2.57
0.35,Ideal,I,VS2,59.8,57,491,4.59,4.6,2.75
0.27,Ideal,E,VS2,62.7,55,603,4.18,4.15,2.61
1.2,Premium,H,SI1,62.1,55,5746,6.79,6.74,4.2
1.73,Premium,G,VS1,61.6,60,11867,7.67,7.62,4.71
0.61,Premium,F,VVS2,63,60,2319,5.35,5.29,3.35
0.74,Premium,E,VS1,60,57,3133,5.94,5.89,3.55
0.4,Ideal,G,VS1,62.3,57,819,4.68,4.73,2.93
1.24,Very Good,H,SI2,61.2,57,5592,6.87,7.02,4.25
0.8,Ideal,H,SI2,62.4,57,2122,5.91,5.83,3.66
0.69,Premium,I,SI1,62,59,1636,5.66,5.63,3.5
0.7,Very Good,J,VS2,61.1,61,1952,5.64,5.69,3.46
0.94,Ideal,G,VVS1,62.4,58,6488,6.22,6.27,3.9
0.7,Premium,D,VS1,61.2,60,3425,5.69,5.71,3.49
0.53,Ideal,G,VVS2,61.4,57,2051,5.26,5.19,3.21
1.01,Good,E,SI1,64.3,59,4766,6.31,6.34,4.07
0.36,Premium,G,VS1,61.7,59,932,4.59,4.55,2.82
0.3,Ideal,D,SI1,62,56,552,4.3,4.34,2.68
1.24,Very Good,I,VS2,60,58,6134,6.98,7.03,4.2
0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
1.04,Ideal,G,VS1,61.5,56,7294,6.53,6.57,4.03
0.57,Ideal,E,VVS1,62.3,53.5,2632,5.29,5.33,3.31
0.71,Good,F,SI1,63.9,57,2352,5.61,5.57,3.57
0.9,Premium,I,VS1,62.9,60,3484,6.09,6.05,3.82
0.43,Premium,F,SI1,61.7,58,948,4.84,4.82,2.98
1,Premium,G,VS2,61.6,58,6272,6.44,6.42,3.96
0.33,Ideal,F,VS2,62,54.2,660,4.42,4.45,2.75
1.21,Very Good,H,SI1,63.3,57,6058,6.77,6.7,4.26
0.35,Ideal,G,VVS1,61,56,887,4.56,4.59,2.79
0.33,Ideal,E,VS2,62.6,57,928,4.42,4.37,2.75
0.98,Premium,F,SI2,61.8,58,4308,6.37,6.32,3.92
0.41,Premium,H,VVS1,60.4,58,1115,4.85,4.79,2.91
1.04,Ideal,F,VVS2,61.2,57,9005,6.5,6.53,3.99
0.53,Ideal,G,VVS1,61.8,56,2005,5.18,5.2,3.21
0.41,Ideal,F,VS1,61.3,55,1007,4.79,4.83,2.95
0.4,Ideal,D,VS1,62.3,54,1064,4.7,4.74,2.94
0.7,Very Good,E,SI1,60.9,59,2537,5.67,5.76,3.48
1.01,Ideal,G,SI1,61.1,58,5497,6.43,6.49,3.95
0.42,Ideal,G,VS2,61.8,56,1087,4.84,4.81,2.98
0.9,Ideal,I,VS2,61.5,58,3629,6.19,6.23,3.82
0.34,Ideal,G,IF,61.6,56,1084,4.51,4.48,2.77
0.54,Ideal,G,VS1,62.1,55.1,1745,5.2,5.23,3.23
0.3,Ideal,F,VS2,61.7,58,573,4.28,4.31,2.65
0.52,Fair,F,SI2,56.3,59,975,5.41,5.35,3.03
0.34,Ideal,D,VVS1,61.7,57,1211,4.52,4.49,2.78
0.33,Ideal,G,SI1,61.3,56,492,4.46,4.51,2.75
0.71,Very Good,F,SI1,61.9,57,2404,5.72,5.79,3.56
0.55,Good,F,IF,60.8,60,2266,5.26,5.36,3.23
0.53,Ideal,D,VS2,60.2,57,1857,5.24,5.26,3.16
0.3,Good,H,VVS1,63.4,55,684,4.28,4.3,2.72
1.33,Premium,H,VS2,62.6,58,7943,7.07,7.01,4.41
1.06,Ideal,G,VS1,61.6,56,7594,6.53,6.57,4.04
0.32,Ideal,I,VS2,62,57,576,4.41,4.36,2.72
0.71,Ideal,E,VVS2,62,53.9,4042,5.73,5.77,3.57
0.48,Premium,F,SI1,61.1,61,1170,5.05,5,3.07
0.3,Very Good,E,VS1,63.4,55,660,4.26,4.29,2.71
1.54,Premium,G,VS2,61.6,59,12308,7.46,7.4,4.58
0.42,Premium,I,SI1,61.2,60,803,4.82,4.78,2.94
1.26,Ideal,H,SI2,62,55,6239,6.9,6.97,4.29
0.39,Very Good,J,VS1,61,62,616,4.66,4.71,2.86
2.01,Good,I,VS1,62.5,56,17365,7.96,8,4.99
0.4,Premium,G,VS2,62.8,61,1035,4.67,4.63,2.92
1.51,Premium,F,VS2,62.9,61,13945,7.31,7.22,4.57
0.61,Very Good,E,VS2,60,57,2036,5.52,5.55,3.32
0.32,Ideal,G,SI1,61.8,55,449,4.4,4.43,2.73
0.26,Very Good,F,VVS2,61.4,56,657,4.14,4.17,2.55
1.2,Premium,E,SI2,62.6,56,6397,6.84,6.77,4.26
0.47,Very Good,D,VS1,60,59,1795,5.07,5.09,3.06
0.42,Ideal,E,VVS2,61.8,56,1273,4.8,4.78,2.96
0.7,Premium,F,SI1,59.4,60,2239,5.77,5.74,3.42
1,Very Good,G,VVS1,62.3,56,7507,6.29,6.4,3.95
0.53,Very Good,G,VS1,62.3,55,1648,5.15,5.18,3.22
1.24,Ideal,I,SI1,62.1,56,5797,6.84,6.88,4.26
1.51,Premium,J,VS1,62.1,58,8371,7.36,7.4,4.58
1.03,Ideal,H,SI2,60.8,56,3634,6.56,6.47,3.96
0.34,Ideal,H,VS2,60.5,56,689,4.58,4.54,2.76
0.67,Very Good,F,VS2,59.4,59.5,2309,5.7,5.76,3.4
0.4,Very Good,E,VVS2,62.1,59,1189,4.67,4.7,2.91
1.01,Premium,F,SI2,62.9,59,4616,6.32,6.27,3.96
0.91,Ideal,G,VS1,62.3,55,4775,6.22,6.17,3.86
0.82,Ideal,F,SI1,61.3,55,3439,6.06,6.08,3.72
1.26,Premium,H,SI2,58.6,59,5998,7.09,7.04,4.14
0.42,Ideal,D,VS1,61.5,54,1235,4.84,4.79,2.96
0.31,Very Good,H,VVS2,63.4,56,802,4.32,4.29,2.73
0.41,Ideal,D,SI2,62.3,57,876,4.78,4.75,2.97
1.02,Very Good,J,SI2,62.6,60,3534,6.39,6.42,4.01
1.59,Very Good,D,VS2,61.4,60,12846,7.47,7.6,4.63
0.28,Ideal,H,VVS1,62,55,586,4.17,4.22,2.6
1.55,Ideal,G,VVS2,62.5,57,15794,7.35,7.33,4.59
0.91,Ideal,E,SI1,61.9,55,5458,6.21,6.23,3.85
0.32,Ideal,E,VS2,62,54,900,4.41,4.37,2.72
1.23,Premium,I,VS1,61.6,58,5632,6.9,6.84,4.23
0.73,Ideal,E,VS1,61.2,57,3620,5.85,5.8,3.57
0.71,Premium,F,SI1,60.9,59,2198,5.74,5.69,3.48
1.01,Ideal,G,SI1,61.6,57,5273,6.4,6.32,3.92
0.26,Very Good,E,VVS2,61.7,60,599,4.11,4.12,2.54
0.64,Ideal,D,VVS1,61.5,56,4281,5.57,5.59,3.43
1.01,Good,H,SI2,63.9,58,3888,6.32,6.35,4.05
0.36,Ideal,H,SI1,62.3,57,505,4.54,4.58,2.84
0.41,Premium,G,VS2,61.6,58,827,4.73,4.78,2.93
0.5,Good,F,SI2,63.5,58,997,4.98,5.03,3.18
0.74,Very Good,H,VVS1,62.4,57,3061,5.76,5.81,3.61
