murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
no,32090,2.42,1.04,97.08,1.18,1.78,10.96,25.88,12.68,17.02,32090,100,32321,76.23,0.4,46.39,32.57,4.8,17.22,39556,16569,16695,14152,9040,12316,10554,2040,6.46,10.16,29.18,20.36,6.12,62.61,19.46,26.22,12.68,27.38,7.82,30.04,10.19,9.11,2.99,79.69,77.08,93.02,82.12,58.25,71.1,219,0.98,2552,10.58,17.59,21.2,25.04,0.84,1.4,1.69,1.99,84.37,1.79,3.24,2.15,2.38,2.77,1.81,69.01,1.38,55.79,2,877,93.8,59.32,0.23,17.9,1967,1.06,0.12,106500,129200,154900,48400,330,470,572,242,526,26.6,21.5,14.6,0,0,7.95,77.45,64.58,89.7,91.93,5.9,5456.7,2.38,0
yes,39990,2.73,1.02,94.74,1.31,5.18,12.69,24.89,11.58,14.98,37998,95.02,37701,75.95,0.54,44.43,32.69,6.21,19.94,44901,15598,15945,12837,17918,12791,7289,2842,7.2,11.58,26.02,18.99,7.65,60.97,26.17,22.21,14.29,28.66,6.43,30.25,9.26,7.94,3.2,77.91,74.23,85.28,76.74,66.94,72.38,654,2.15,2901,6.93,10.69,18.41,25.23,0.5,0.78,1.34,1.83,82.55,2.85,5.35,3.97,2.69,2.88,2.25,74.19,2.08,42.75,3,794,94.86,69.2,2.02,31.49,1959,1.9,0.1,126000,151300,178800,52800,328,517,615,287,567,26,23.5,14.3,0,0,7.25,79.82,65.72,90.23,94.71,23.2,1722.8,1.8,0
yes,10747,2.5,2.2,95.06,1.65,0.59,12.33,23.34,10.78,18.3,0,0,20196,67.89,1.27,39.91,38.8,5.77,14.99,24743,10873,11045,10608,9385,2559,5567,1244,12.01,13.23,30.57,12.3,5.41,53.75,32.81,17.38,26.79,19.76,9.89,24.66,12.78,11.45,2.97,76.44,72.98,81.91,70.42,60.51,68.88,49,0.52,200,19,21.5,42,51.5,0.35,0.4,0.78,0.96,97.07,0.54,4.24,2.81,2.36,2.39,2.3,72.26,1.9,46.92,3,419,91.13,71.44,0.48,47.26,1949,9.41,0.23,24000,35600,50100,26100,160,214,272,112,289,21.9,17.6,11.8,7,0,1.86,66.7,54.4,84.5,90.76,6.4,1678.2,0.16,0
no,23500,2.61,0.97,97.18,1.51,0.78,12.11,25.66,11.4,6.89,23500,100,42686,89.35,2.02,62.61,15.62,2.36,12.46,49087,19200,19285,20784,2997,16610,6863,630,2.71,0.78,4.24,37.46,2.21,77.64,8.6,25.01,6.11,39.5,7.08,23.93,10.85,9.07,3.04,84.76,85.34,96.13,81.76,73.56,78.12,85,0.54,442,14.71,22.17,31.22,36.2,0.28,0.42,0.59,0.68,96.42,0.48,2.46,1.8,2.59,2.81,2.03,77.74,0.91,35.98,3,283,96.96,71.66,0.71,14.49,1973,0.18,0,69900,86300,107100,37200,400,446,497,97,515,22.2,18.2,11.9,0,0,1.88,69.05,43.35,76.07,87.13,11.1,2113.7,1.35,0
no,19757,2.57,5.66,90.17,3.07,5.28,10.5,22.74,9.94,14.07,19757,100,66464,78.94,0.93,69.78,28.8,2.17,16.25,83876,41797,43738,21263,0,29402,21773,515,2.62,4.85,10.79,53.61,3.06,64.35,11.91,28.37,5.93,48.93,5.58,29.47,8.11,6.92,3.03,86.58,85.85,93.37,81.59,48.97,57.62,136,1,2646,25.09,30.8,39.72,43.84,3.36,4.13,5.32,5.87,86.19,2.56,3.93,2.85,2.54,2.76,2.09,73.53,1.14,33.06,3,309,96.14,67.77,2.27,21.04,1946,0.71,0.35,222700,321400,490400,267700,579,781,977,398,834,23.8,20.5,13.9,0,0,13.39,44.87,59.51,73.5,81.95,6.3,3150.4,15.49,0
no,11873,2.54,0.37,98.93,0.43,0.65,10.7,21.6,9.62,13.15,0,0,42386,80,0.49,53.73,25.67,5.49,16.51,52279,20175,20327,3200,0,9748,6736,623,5.29,4.48,13.23,33.6,6.32,66.04,16.04,28.91,8.64,40.7,7.61,27.91,10.81,9.31,3.03,80.99,78.87,92.25,80.06,53.68,69.67,169,2.07,421,11.4,13.54,19.95,21.38,0.4,0.48,0.71,0.76,93.52,1.26,3.24,2.26,2.5,2.73,2.02,74.69,0.73,44.27,3,479,90.72,68.61,0.84,34.03,1955,1.11,0.21,159500,192600,244600,85100,364,566,722,358,610,24.1,24,14.3,0,0,3.55,71.92,64.55,87.03,91.97,33.8,351.4,4.47,0
yes,38705,2.48,9.18,89.59,0.6,0.68,15.25,27.62,14.86,14.67,0,0,20585,73.41,0.51,36.55,33.63,10.61,17.63,24753,10975,11260,8179,10876,16467,7017,7614,20.51,10.63,32,12.96,8.5,55.79,26.88,26.64,20.8,23.28,12.17,27.61,15.68,14.1,2.95,64.6,60.35,66.41,71.24,59.56,68.2,1141,3.48,316,14.87,23.73,31.96,40.51,0.12,0.19,0.26,0.33,96.92,0.49,3.33,2.33,2.38,2.45,2.28,60.5,1.51,51.66,2,1363,91.95,58.76,5.28,46.44,1949,12.47,0.97,26200,38800,57700,31500,171,235,297,126,294,25.1,16.3,13.1,15,0,0.82,66.16,48.92,81.95,86.89,19,2032.8,1.32,0
yes,68784,3.1,2.54,70.89,14.45,24.54,13.83,29.64,14.3,7.48,68784,100,41435,87.27,0.33,34.82,19.01,7.41,14.03,44208,15176,16456,14122,12137,13303,10756,5468,8.03,8.05,23.34,15.93,5.7,67.6,24.33,14.63,14.48,23.33,10.11,32.33,14.02,12.08,3.41,74.82,69.09,81.04,81.02,57.13,65.82,1399,2.77,15582,16.2,31.54,43.25,53.98,3.67,7.15,9.8,12.23,67.26,7.6,9.8,7.75,3.08,3.1,3.05,56.56,14.13,45.01,3,990,95.73,56.17,0.4,8.89,1963,1.68,0.56,176600,206000,238300,61700,596,675,808,212,727,28.5,23.5,11.2,6,8,22.65,46.97,47.59,72.75,88.83,11,6257.6,1.64,0
no,15080,2.93,0.36,99.14,0.41,0.52,14.13,25.04,11.62,11.65,15080,100,44083,82.63,1.93,58.48,27.68,4.84,19.82,46833,16176,16165,20783,35463,16641,9802,470,3.15,6.68,19.5,20.47,3.4,67.85,22.33,22.52,12.76,27.78,6.16,27.77,7.81,7.02,3.26,84.63,83.13,94.46,83.5,66.67,77.18,87,0.81,359,2.23,7.24,7.24,7.24,0.05,0.17,0.17,0.17,95.22,0.39,5.2,4.29,2.89,2.97,2.23,91.48,0.97,25.05,3,111,97.89,88.99,1.8,33.33,1961,0.78,0,101300,127600,154600,53300,394,450,507,113,536,24,20.4,12.3,0,0,2.38,85.82,69.64,92.93,96.32,5.9,2534.6,1.82,0
yes,36793,3.42,4.03,54.48,1.6,68.13,17.04,33.32,16.69,7.4,36793,100,25976,80.51,1.18,22.47,20.18,11.32,12.22,26925,9244,11433,6074,10066,10585,6411,7652,21.24,30.07,48.01,9.2,9.83,59.1,3.67,18.35,13.28,14.29,8.95,34.56,14.28,11.59,3.8,70.16,64.08,77.66,76.73,58.15,64.36,1726,5.82,11426,20.84,34.09,44.16,52.92,6.47,10.59,13.71,16.44,38.92,21.27,18.06,14,3.35,3.25,3.45,47.52,29.63,64.35,2,2281,82.49,49.04,6.53,13.9,1975,7.05,0.94,68000,83600,101900,33900,309,436,527,218,495,28.7,23.1,11.8,21,7,31.05,45.7,42.86,74.85,85.82,17.6,2084.8,1.14,0
yes,27331,2.96,8.32,60.62,12.11,34.24,13.99,33.75,15.53,5.34,27331,100,34552,84.87,0.36,30.35,15.01,9.74,8.9,36604,13550,15537,11207,11224,13451,9165,3550,13.07,13.76,30.65,13.11,7.5,67.43,26.92,12.09,15.29,20.3,11.79,41.86,17.54,14.6,3.48,67.48,61.68,83.84,73.91,55.2,60.99,1233,6.71,8030,17.33,27.63,37.52,54.35,5.09,8.12,11.02,15.97,57.99,12.58,12.42,8.51,2.95,2.84,3,30.15,19.82,74.95,2,551,94.36,31.36,1.09,19.78,1962,3.32,1.22,187100,230800,280900,93800,552,696,841,289,749,29.2,26.7,12.3,33,0,29.38,44.05,38.53,83.69,87.35,2,13345.2,3.7,0
yes,20779,3.06,0.99,97.31,1.28,1.69,13.35,22.6,11.01,8.03,35,0.17,60830,85.9,1.67,63.36,19.16,1.39,13.51,65537,22747,22907,15795,15322,18661,10050,498,2.5,3.45,11.43,39.72,4.61,67.53,22.15,25.19,6.79,39.15,6.16,28.09,8.03,7.09,3.26,90.37,87.77,96.31,88.51,53.17,65.09,121,0.86,1139,0.61,13.78,20.81,23.27,0.03,0.76,1.14,1.28,93.66,0.51,4.44,3.68,2.94,3,2.45,90.68,0.68,19.22,3,396,94.5,88.82,1.26,41.67,1964,0.46,0.15,181400,228500,295200,113800,410,626,902,492,820,28.3,24.2,14.1,0,0,5.48,52.25,59.71,84.36,88.58,59.8,347.3,0.94,0
no,11668,3.67,0.2,97.86,0.97,1.82,20.5,28.87,12.98,6.09,11668,100,41178,85.54,1.94,49.89,18.33,1.21,16.68,42294,11895,11895,27533,7955,12428,8322,338,2.9,1.1,6.32,31.19,4.34,68.29,19.84,24.06,8.99,36.64,3.81,25.71,6.48,5.17,3.93,88.86,89.03,96.69,90.67,54.19,64.95,24,0.24,182,17.58,22.53,34.62,42.31,0.27,0.35,0.54,0.66,95.64,0.1,19.97,17.98,3.67,3.73,3.16,90.38,3.55,15.97,3,57,98.24,88.84,5.26,40.35,1973,0,0.19,65500,79300,96200,30700,271,335,439,168,422,21.5,20.7,11.5,0,0,1.56,74.51,60.99,82.89,89.79,6.4,1822,1.46,0
yes,27910,3.05,7.1,85.31,1.01,14.3,15.23,27.41,11.98,4.85,27896,100,41733,90.09,1.12,35.05,14.4,4.01,9.89,45144,14349,15061,9986,13138,12042,9352,2442,8.82,6.53,18.36,14.35,5.22,69.45,23.8,19.78,15.41,23.18,11.24,22.3,13.14,12.2,3.38,81.51,77.88,90.89,80.78,57.55,64.02,310,1.62,1219,8.12,13.04,17.8,26.58,0.35,0.57,0.78,1.16,87.34,1.33,6.39,5.19,3.03,3.09,2.9,72.26,6.38,30.72,3,822,91.75,70.98,2.92,48.42,1975,4.82,0.58,46100,56600,69400,23300,288,358,451,163,465,22.4,18.9,13,0,0,4.37,62.3,47.39,85.28,92.27,20,1397.2,0.05,0
no,20390,3.08,1.17,90.13,6.85,6.1,15.82,24.89,11.47,3.61,20390,100,70919,90.14,0.75,53.94,10.53,1.58,6.73,76361,27539,28082,18932,30329,24560,17461,718,3.53,1.6,7.13,44.15,3.61,74.64,11.71,23.43,4.4,44.57,6.95,26.64,11.58,9.34,3.37,86.68,86.65,91.45,87.03,52.78,65.2,61,0.54,2864,8.59,15.96,24.79,29.89,1.21,2.24,3.48,4.2,83.94,1.67,4.71,3.9,3.08,3.17,2.67,85.63,2.3,20.04,3,317,95.42,83.4,0.63,15.77,1979,0,0.1,280900,368400,497000,216100,792,935,1001,209,962,27.7,28.9,11.6,0,0,14.05,47,41.68,77.23,86.78,8.5,2410.2,0.62,0
yes,11305,2.83,26.32,73.22,0.12,0.78,14.98,25.7,11.62,13.68,0,0,16853,64.89,1.85,26.56,35.71,13.89,12.92,19341,8145,9310,4946,0,0,10736,3604,32.89,21.67,41.04,9.98,12.87,42.59,12.52,22.32,20.23,19.83,8.96,26.5,12.96,11.15,3.27,67.21,61.49,73.55,69.17,43.16,53.96,352,3.23,66,0,0,10.61,10.61,0,0,0.06,0.06,79.97,1.12,7.76,5.78,2.74,2.69,2.86,66.24,5.05,40.92,3,476,89.36,67.57,6.51,57.77,1961,11.45,0.13,27900,42300,59900,32000,105,165,244,139,260,28,20.4,15.7,0,0,0.58,88.74,60.5,87.17,96.91,10.6,1070.5,0.36,0
no,12743,3.41,0.24,55.84,3.11,60.37,16.12,29.5,14.75,10.45,0,0,22032,73.44,1.42,27.11,29.37,23.93,12.07,24974,8354,10137,3973,8386,10103,5915,2827,22.58,34.36,50.72,8.98,14.95,52.83,8.25,20.32,15.91,15.63,5.95,30.23,10.5,8.21,3.69,72.43,67.29,75.81,81.02,48.17,58.49,424,3.93,2966,16.62,27.48,36.48,43.66,3.87,6.4,8.49,10.16,47.05,16.08,15.54,12.75,3.31,3.19,3.5,57.06,21.94,52.95,2,103,97.31,59.28,2.91,35.92,1967,6.86,1.07,53400,67500,86500,33100,216,296,369,153,376,30,23.2,11.9,0,0,23.28,54.7,47.28,78.97,90.63,2.8,4583.8,0,0
yes,11804,2.17,9.34,87.88,1.14,6.21,8.19,20.86,8.73,15.24,11805,100,26710,78.76,0.35,39.84,27.1,2.27,10.59,33892,16502,17834,6506,10085,10397,8882,1444,12.63,5.57,20.04,15.76,4.21,67.13,7.94,21.96,9.88,24.3,16.51,34.28,19.26,17.92,2.79,65.35,63.85,73.64,59.11,70.08,78.85,241,3.18,1669,21.45,31.94,39.19,47.57,3.03,4.52,5.54,6.73,84.12,4.29,4.12,2.15,2.11,2.18,2.01,59.68,4.81,68.26,2,553,90.76,57.68,1.81,26.58,1964,5.45,0.2,75800,91800,119400,43600,376,429,494,118,507,29.4,21.4,12.8,19,0,14.14,21.41,44.98,77.28,80.93,2,5843.6,2.54,0
yes,16162,2.36,36.84,62.7,0.2,0.37,12.16,22.94,10.7,17.94,0,0,22446,70.6,0.51,35.91,36.51,8.64,16.7,29604,13742,17197,7929,49823,9822,4595,2504,15.61,18.52,37.05,15.82,5.68,57.4,43.8,18.11,30.35,23.08,11.15,28.44,15.14,13.39,2.95,59.28,53.26,53.45,64.04,70.45,77.01,1100,7.8,142,4.23,4.23,38.03,45.07,0.04,0.04,0.33,0.4,96.59,0.51,4.18,2.76,2.35,2.44,2.2,63.12,2.44,47.1,3,471,93.56,60.67,5.52,47.35,1959,6.58,0.52,37000,52700,84400,47400,183,255,317,134,320,23.7,18.9,13.2,17,3,0.88,74.95,61.23,81.36,92.68,11.4,1423.7,0,0
no,11245,2.76,0.53,89.16,1.17,0.52,24.46,40.53,28.69,12.65,0,0,17390,69.33,0.55,42.82,32.16,11.21,14.43,24018,8483,9009,887,4425,3352,1328,2855,29.99,12.15,23.06,25.28,9.08,52.44,6.89,36.54,10.94,27.8,7.51,50.66,11.64,9.73,2.98,58.59,55.2,66.51,79.17,61.22,68.94,402,4.7,196,46.94,56.12,67.86,69.9,0.82,0.98,1.18,1.22,94.64,0.39,5.23,3.11,2.35,2.55,2.12,58.13,2.94,55.64,2,333,92.45,53.57,3.9,42.64,1958,7.45,0.82,30600,43200,59500,28900,202,283,362,160,332,32.2,23.2,12.9,2,0,1.74,73.75,42.22,60.34,89.02,11.5,974.2,0.38,0
yes,22124,2.42,4.14,95.21,0.43,0.46,12,21.54,10.13,18.22,22124,100,28261,68.27,0.43,50.13,38.56,6.22,26.05,34117,13944,13817,10191,7309,60635,15528,2081,9.48,12.65,26.07,11.35,6.7,49.1,35.86,21.38,22.82,18.7,8.19,23.92,10.28,9.32,2.9,76.39,74.61,82.6,86.89,52.45,58.65,218,1.14,755,1.46,1.46,2.78,2.78,0.05,0.05,0.09,0.09,90.62,0.92,2.3,1.67,2.4,2.52,2.1,75.98,0.81,38.82,3,504,94.77,72.53,2.38,54.17,1955,3.22,0.05,35500,48400,66100,30600,176,239,285,109,335,21.4,14.2,11.8,0,1,3.41,51.09,70.13,88.18,93.45,18.6,1190,0.91,0
yes,34311,3.09,79.42,20.14,0.03,0.33,18.76,29.24,14.23,10.16,34311,100,11576,66.7,0.33,7.91,30.77,21.41,13.48,13785,5820,8325,5181,7558,773,8136,14824,44.08,17.48,46.29,5.15,17.87,44.58,17.01,25.68,23.36,12.23,12.91,38.45,18.34,15.97,3.54,43.49,35.57,44.04,45.59,56.03,61.39,4731,13.81,61,55.74,55.74,55.74,55.74,0.1,0.1,0.1,0.1,96.95,0.24,11.15,8.62,3.03,3,3.09,56.72,8.25,46.39,3,1916,85.3,57.45,18.63,65.4,1958,13.46,1.4,23200,35000,50400,27200,99,120,182,83,242,35.1,24.2,16.7,0,0,0.18,88.43,58.72,93.98,95.82,26.3,1304.6,3.29,0
yes,45206,2.49,32.16,64.24,0.81,7.72,13.59,28.56,14.01,13.73,44837,99.18,22102,72.61,0.48,32.48,31.7,8.97,13.84,26904,12329,15834,5938,9256,9440,7319,9015,20.67,11.64,31.65,16.1,6.22,59.28,5.32,23.34,13.58,21.84,16.33,35.36,18.45,17.43,3.08,50.83,42.46,54.58,58.55,66.15,73.51,3914,11.16,2080,12.31,22.36,35.82,48.89,0.57,1.03,1.65,2.25,90.01,1.99,7.8,4.65,2.4,2.43,2.38,43.01,7.96,69.6,2,3244,84.83,42.44,6.54,31.17,1973,11.14,0.31,43900,60500,88500,44600,280,373,467,187,451,27.3,20.2,12.4,86,75,4.6,37.77,39.51,72.99,79.69,22.8,1986.2,1.99,11.03
no,57407,2.63,4.07,93.41,2.01,1.72,13.31,29.49,15.44,15.05,57407,100,38859,77.13,0.53,47.55,32.16,5.73,18.38,45532,16941,17131,15590,15251,12047,11484,3834,6.93,7.38,21,23.66,5.8,63.02,14.21,29.31,9.31,30.53,5.24,39.8,8.24,6.86,3.11,78.76,77.19,91.86,80.51,61.63,68.3,695,1.71,6773,14,18.65,21.39,25.78,1.65,2.2,2.52,3.04,84.05,2.13,4.85,3.28,2.54,2.79,2.21,62.69,1.16,49.95,3,821,96.38,57.1,0.97,38,1939,0.86,0.27,156600,182400,218900,62300,403,579,723,320,665,25.4,23.1,14.1,21,0,11.8,74.67,63.07,85.45,90.38,8.4,6809.5,16.88,5.08
yes,42155,2.62,1.13,89.89,1.99,8.74,14.53,27.83,12.95,8.23,42155,100,28261,81.72,1.09,38.32,19.83,8.95,14.12,35024,12767,13340,11449,6812,9610,6855,5814,13.93,5.99,17.5,19.77,7,64.11,11.71,27.83,11.91,28.49,11.21,26.39,15.31,13.34,3.17,70.96,70.52,75.97,78.15,50.95,62.81,815,2.54,1994,22.37,28.69,40.47,46.79,1.06,1.36,1.91,2.21,89.97,2.04,5.83,4.06,2.61,2.82,2.36,57.48,4.49,48.91,3,1135,93.4,53.08,1.85,54.1,1972,4.16,0.34,47700,64800,83100,35400,225,279,346,121,345,23.1,16.4,11.2,0,0,4.73,46.49,41.95,70.79,84.64,20.8,2022,3.29,0
yes,24850,2.77,39.47,49.16,4.94,15.67,11.53,24.15,11.22,12.4,24850,100,46758,80.51,0.68,44.2,27.46,5.71,13.31,53022,25820,38000,14500,7152,15917,11594,2072,8.42,7.9,19.9,34.68,5.32,66.2,17.42,33.03,13.79,37.53,9.05,34.27,13.33,11.38,3.23,69.19,64.12,83.68,69.97,63.43,67.48,1237,7.55,6166,14.63,23.34,32.92,42.13,3.63,5.79,8.17,10.45,73.86,6.88,9.02,6.44,2.75,2.91,2.49,64.67,6.44,46.97,3,440,95.32,60.96,2.5,35,1949,2.68,0.5,165100,211100,383300,218200,381,528,726,345,575,27.4,24.1,17.4,21,0,24.81,28.1,58.38,78.61,81.79,5.1,4870.3,15.52,0
yes,42355,4.58,0.53,38.18,1.29,87.53,20.41,36.99,18.83,3.79,42355,100,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,4385,4820,5672,10875,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,6.26,44.16,12.46,9.28,4.64,68.79,61.95,77.71,73.79,43.06,47.29,2987,9.09,22068,17.75,28.62,36.92,49.17,9.25,14.91,19.24,25.62,16.25,30.37,34.87,30.87,4.52,4.21,4.61,20.98,59.49,85.9,2,302,96.84,22.52,2.65,23.18,1960,10.34,0.89,127000,165200,214400,87400,450,542,638,188,605,32.3,29.7,11.7,0,0,52.1,38.62,41.95,86.67,88.58,2.6,16265.4,6.68,0
yes,36322,2.47,6.2,93.17,0.26,0.49,13.3,25.89,12.42,14.62,36322,100,23933,74.23,0.45,38.78,31.56,9.07,18.59,27421,11781,12119,6769,9548,13202,6613,5477,15.48,13.67,31.74,12.92,6.96,58.25,21.39,23.71,19.43,22.85,12.96,26.45,17.35,15.36,2.95,63.66,59.35,72.48,63.21,63.28,70.64,887,3,351,8.26,23.36,34.47,37.04,0.08,0.23,0.33,0.36,97.05,0.29,3.26,2.25,2.41,2.52,2.26,61.93,1.91,54.08,2,902,94.22,59.32,1.33,35.59,1955,8.35,0.23,34900,48100,65900,31000,176,268,359,183,348,25.4,17.1,12.6,16,0,0.97,61.42,53.72,80,89.5,13.8,2625.2,1.2,0
no,11451,2.45,0.54,95.58,1.34,2.03,10.52,19.07,8.23,19.35,0,0,28919,63.31,0.55,50.89,39.73,6.91,27.18,34747,14373,14650,2421,10362,4964,9637,1299,11.56,6.47,18.63,15.13,8.03,47.74,18.93,19.59,14.45,21.52,10.66,18.83,12.59,11.68,2.86,75.86,73.91,75.6,70.3,59.69,63.5,101,1.02,484,0,10.74,18.39,24.38,0,0.45,0.78,1.03,96,0.87,3.43,2.42,2.4,2.44,2.33,69.15,2.68,42.63,3,323,93.53,68.13,5.26,25.7,1965,3.3,0.34,63600,85300,127200,63600,235,342,455,220,425,26.6,19.6,11.8,12,0,4.23,44.87,47.55,72.65,82.78,11.3,1016.2,0.8,0
yes,12257,3,96.67,2.68,0.47,0.3,28.82,41.83,30.37,12.99,0,0,15531,72.45,0.96,16.81,26.17,12.42,19.67,21123,7554,11408,7462,0,6934,1706,3763,36.18,13.67,27.97,27.59,16.51,42.6,7.47,48.76,13.92,31.01,8.28,57.52,13.42,11.2,3.3,38.55,29.93,31.73,32.61,79.94,81.3,1650,16.95,233,23.61,35.62,38.63,51.07,0.45,0.68,0.73,0.97,96.02,0.7,9.64,5.65,2.51,2.54,2.48,52.44,6.53,45.28,3,626,86.72,51.82,9.74,48.56,1970,11.96,0.91,35900,50800,70000,34100,115,197,273,158,299,35.1,21.2,13.7,0,0,1.9,68.73,47.63,73.14,80.34,15.8,777.7,0.13,0
yes,40663,2.82,15.66,79.29,2.3,17.33,12.99,26.33,11.65,8.86,40569,99.77,35794,84.84,0.87,35.88,20.94,3.49,10.72,38708,13820,14313,11824,15109,12462,12233,3388,8.38,6.36,22.05,14.94,4.79,69.35,9.99,22.23,8.95,25.85,10,26.97,14.59,12.42,3.2,75.62,72.6,84.03,75.61,67.71,75.85,695,2.51,8156,9.85,15.39,25.37,34.31,1.97,3.09,5.09,6.88,77.56,2.93,5.61,4.33,2.82,2.86,2.72,78.62,7.18,47.15,3,848,94.44,77.78,1.89,30.54,1969,1.47,0.57,68200,81200,94800,26600,424,519,613,189,610,29.1,22.9,13.7,0,0,20.06,30.92,46.36,66.19,83.1,30.7,1322.6,0.9,0
yes,22117,2.87,29.83,65,0.55,8,14.25,27.35,11.86,8.49,22117,100,31489,84.74,1.49,29.48,19.91,4.59,11.09,36394,12553,14015,10230,11561,6050,9217,2177,10.06,9.38,24.21,16.81,5.42,69.85,13.44,24.15,12.86,22.11,10.69,24.33,15.62,13.34,3.23,72.1,67.9,77.37,72.13,77.46,83.38,545,3.42,437,6.18,9.38,29.75,34.32,0.12,0.19,0.59,0.68,92.53,1.08,5.65,4.43,2.81,2.91,2.65,65.69,5.6,41.45,3,743,91.2,63.53,5.79,41.45,1975,4.67,0.64,51800,67300,87200,35400,355,415,479,124,493,25.9,23,14.6,10,2,1.98,73.27,47.29,84.6,93.73,30.2,732.4,0.52,0
no,27244,2.96,0.72,97.03,0.84,1.02,19.03,28.13,17.79,14.33,19279,70.76,35138,73.81,1.12,49.06,35.57,6.49,18.34,39755,15389,15533,6677,5805,13609,15381,1436,5.74,19.2,33.14,21.37,7.85,58.01,17.33,28.75,14.13,27,5.57,32.89,7.83,6.77,3.15,83.1,81.16,88.19,86.78,69.64,74.9,126,0.67,3160,1.23,2.18,5.03,10.03,0.14,0.25,0.58,1.16,76.85,4.18,3.6,2.84,2.73,2.88,2.12,84.49,1.22,32.77,3,799,92,80.04,1.38,57.32,1964,0.89,0.38,114700,149100,196400,81700,182,320,521,339,380,28,22.3,13.8,0,0,11.6,74.24,62.78,87.96,95.97,63.7,427.4,0.78,0
yes,63221,2.36,0.3,98.23,0.63,1.45,10.49,25.52,10.88,15.88,63221,100,29622,74.04,0.31,55.23,33.31,5.35,21.36,36085,13978,14082,4412,8196,10278,9738,3258,5.25,7.3,20.84,12.36,4.01,64,23.12,21.36,16.66,20.58,9.69,28.96,11.56,10.69,2.96,75.37,75.27,86.42,77.01,69.84,76.85,788,1.63,1785,4.65,10.25,12.16,13.33,0.13,0.29,0.34,0.38,94.54,0.52,3.21,2.05,2.32,2.61,1.89,66.92,1.26,55.44,2,705,97.44,59.4,0.43,29.79,1951,1.12,0.47,53500,63100,73200,19700,323,391,465,142,446,23.5,21.6,14.9,0,0,2.82,84.64,58.44,88.83,96.2,11.7,5385.8,4.14,10
no,11997,3.07,1.08,96.2,2.32,2.72,13.15,23.77,12.09,7.79,11997,100,63384,91.05,0.46,63.63,18.42,1.55,13.16,66569,23557,23735,24599,12418,16436,16639,179,1.53,5.36,11.77,36.54,2.99,71.14,16.52,24.53,7.07,38.81,4.59,28.21,6.68,5.66,3.24,89.97,87.61,99.22,89.83,56.12,67.85,45,0.57,1117,14.06,17.55,21.49,22.11,1.31,1.63,2,2.06,87.62,0.57,4.2,3.66,3,3.02,2.8,92.33,1.15,14.61,3,112,97.21,91.78,1.79,33.04,1959,0.15,0.42,182200,214300,260700,78500,622,855,1001,379,991,28.3,23.7,15.8,0,0,9.31,55.24,66.51,84.09,91.08,8.9,1345.8,4.71,0
no,10378,2.09,0.17,98.88,0.59,2.48,7.02,14.68,7.1,25.27,10378,100,40934,62.09,0.28,63.47,45.18,2.4,18.97,53350,28696,28947,11200,0,14431,14473,517,4.98,5.74,14.88,27.58,4.36,53.1,8.33,21.79,5.15,32.86,10.12,18.74,10.32,10.23,2.61,85.71,85.85,100,97.32,71.38,61.96,12,0.14,942,4.99,6.9,15.5,21.55,0.45,0.63,1.41,1.96,89.29,1.35,1.73,1.09,2.09,2.15,1.76,86.31,0.77,53.45,2,790,86.28,83.77,12.66,27.97,1965,0.89,0,136300,193400,327200,190900,431,507,639,208,561,28.1,25.5,12.4,0,0,9.08,14.89,57.37,83.15,86.71,2.4,4367.8,0.89,0
